x/y,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0
0.0,1.0,-69.0,-139.0,-209.0,-279.0,-349.0,-419.0,-489.0,-559.0,-629.0
10.0,101.0,331.0,561.0,791.0,1021.0,1251.0,1481.0,1711.0,1941.0,2171.0
20.0,401.0,931.0,1461.0,1991.0,2521.0,3051.0,3581.0,4111.0,4641.0,5171.0
30.0,901.0,1731.0,2561.0,3391.0,4221.0,5051.0,5881.0,6711.0,7541.0,8371.0
40.0,1601.0,2731.0,3861.0,4991.0,6121.0,7251.0,8381.0,9511.0,10641.0,11771.0
50.0,2501.0,3931.0,5361.0,6791.0,8221.0,9651.0,11081.0,12511.0,13941.0,15371.0
60.0,3601.0,5331.0,7061.0,8791.0,10521.0,12251.0,13981.0,15711.0,17441.0,19171.0
70.0,4901.0,6931.0,8961.0,10991.0,13021.0,15051.0,17081.0,19111.0,21141.0,23171.0
80.0,6401.0,8731.0,11061.0,13391.0,15721.0,18051.0,20381.0,22711.0,25041.0,27371.0
90.0,8101.0,10731.0,13361.0,15991.0,18621.0,21251.0,23881.0,26511.0,29141.0,31771.0
 ,,,,,,,,,,
x/y,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0
0.0,15.420784829181917,-58.83843647219578,-133.05554382959792,-207.22810367294284,-281.3559725025103,-355.44130426588356,-429.4884396291805,-503.5036828348335,-577.4949776170993,-651.4714988356083
10.0,111.53492297805629,338.43061063790356,565.3674083597554,792.3401848630127,1019.3419592926947,1246.3642600867986,1473.3975604769937,1700.4317682346864,1927.4567444859078,2154.4628249241314
20.0,407.9337289220785,935.6784614609618,1463.464389825165,1991.294485534449,2519.1694495816987,3047.087676396726,3575.0453363844035,4103.0365727940625,4631.053802799615,5159.088107312693
30.0,904.54824905631,1733.5894056920272,2562.6377560308333,3391.6831281740506,4220.71550332419,5049.725530824942,5878.705008853788,6707.6473060561,7536.547702445605,8365.403632046451
40.0,1601.5570625710159,2731.5737288911623,3861.5598145726976,4991.508695583037,6121.415660483739,7251.278152633165,8381.095901616669,9510.87093714792,10640.607484726661,11770.311748416896
50.0,2498.1297932693287,3929.069002786594,5359.964998060115,6790.816133371954,8221.623069136636,9652.388737951,11083.11819383709,12513.818352428214,13944.497635454465,15375.165537803707
60.0,3594.472386116283,5326.348190894078,7058.179256224194,8789.967621270125,10521.717520304499,12253.435165036288,13985.128425283203,15716.80642440508,17448.479070296027,19180.156546045622
70.0,4890.717249000533,6923.548734515283,8956.337998284314,10989.08957538333,13021.809938260485,15054.507164004859,17087.19051912459,19119.869983180073,21152.555735761107,23185.257633180932
80.0,6386.923201787944,8720.724981703417,11054.488306590758,13388.219391979323,15721.926110746186,18055.61758839227,20389.303733924364,22722.99473045919,25056.70051173622,27390.43025145025
90.0,8083.11546581786,10717.897734343216,13352.645494203553,15987.366108089329,18622.068334194068,21256.76187597867,23891.45688334208,26526.16343084168,29160.890999786854,31795.64799082984
