x/y,-1000.0,-800.0,-600.0,-400.0,-200.0,0.0,200.0,400.0,600.0,800.0
-1000.0,4007001.0,3405601.0,2804201.0,2202801.0,1601401.0,1000001.0,398601.0,-202799.0,-804199.0,-1405599.0
-800.0,3047001.0,2565601.0,2084201.0,1602801.0,1121401.0,640001.0,158601.0,-322799.0,-804199.0,-1285599.0
-600.0,2167001.0,1805601.0,1444201.0,1082801.0,721401.0,360001.0,-1399.0,-362799.0,-724199.0,-1085599.0
-400.0,1367001.0,1125601.0,884201.0,642801.0,401401.0,160001.0,-81399.0,-322799.0,-564199.0,-805599.0
-200.0,647001.0,525601.0,404201.0,282801.0,161401.0,40001.0,-81399.0,-202799.0,-324199.0,-445599.0
0.0,7001.0,5601.0,4201.0,2801.0,1401.0,1.0,-1399.0,-2799.0,-4199.0,-5599.0
200.0,-552999.0,-434399.0,-315799.0,-197199.0,-78599.0,40001.0,158601.0,277201.0,395801.0,514401.0
400.0,-1032999.0,-794399.0,-555799.0,-317199.0,-78599.0,160001.0,398601.0,637201.0,875801.0,1114401.0
600.0,-1432999.0,-1074399.0,-715799.0,-357199.0,1401.0,360001.0,718601.0,1077201.0,1435801.0,1794401.0
800.0,-1752999.0,-1274399.0,-795799.0,-317199.0,161401.0,640001.0,1118601.0,1597201.0,2075801.0,2554401.0
 ,,,,,,,,,,
x/y,-1000.0,-800.0,-600.0,-400.0,-200.0,0.0,200.0,400.0,600.0,800.0
-1000.0,4007004.592917986,3405600.683951391,2804200.8862270266,2202800.44385857,1601398.414408532,1000000.6311601385,398601.7656856142,-202797.83869692674,-804198.3016439292,-1405598.39713062
-800.0,3047004.404333477,2565600.705799128,2084201.935670766,1602800.1082105557,1121398.5179967005,640001.4786668866,158601.2503104649,-322797.88046873885,-804197.8064665882,-1285599.2810951094
-600.0,2167002.5097156586,1805600.2255408838,1444201.2672815763,1082798.6317566826,721398.5588343674,360001.08578433696,-1399.792613331255,-362797.48595257744,-724198.0482576961,-1085600.0247601212
-400.0,1367002.6076883473,1125601.2482372853,884200.9374843613,642798.6875688334,401399.4648499983,160000.52550414833,-81399.85342575659,-322796.9142340908,-564199.0115618441,-805600.3356124391
-200.0,647002.1991013159,525600.5633324669,404199.456137887,282798.6907398777,161399.12414256582,39999.445751237145,-81399.48909382669,-202797.07697026763,-324199.83425294945,-445599.7011593865
0.0,7003.287729010026,5600.227547713832,4199.496401837465,2799.5698742301965,1398.6087674164917,-0.6431534595824075,-1398.9581615168008,-2797.9601243848933,-4200.222399627423,-5599.5969931208065
200.0,-552997.3381676106,-434401.249150758,-315800.5263518969,-197200.7864467368,-78602.43415637966,39999.70232717429,158600.8284461156,277201.2969913028,395800.3378778899,514400.2816311889
400.0,-1032997.6229261959,-794401.1936866756,-555799.6830536664,-317201.305887483,-78602.49496880497,160000.22398746078,398599.8856748476,637200.9868760016,875800.3723185671,1114398.891874735
600.0,-1432999.0574962236,-1074401.1909609234,-715800.084478999,-357202.3412559789,1397.8693631249046,360000.0110687341,718599.0752822881,1077201.6220091623,1435800.1869185003,1794398.2996530219
800.0,-1752998.9695574394,-1274400.3123610956,-795800.6574829313,-317202.38302779105,161398.4002954348,639999.0785082716,1118598.6909791173,1597201.726786422,2075798.7399878358,2554397.611613649
