x/y,-10.0,-8.0,-6.0,-4.0,-2.0,0.0,2.0,4.0,6.0,8.0
-10.0,-30.0,-26.0,-22.0,-18.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0
-8.0,-28.0,-24.0,-20.0,-16.0,-12.0,-8.0,-4.0,0.0,4.0,8.0
-6.0,-26.0,-22.0,-18.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0,10.0
-4.0,-24.0,-20.0,-16.0,-12.0,-8.0,-4.0,0.0,4.0,8.0,12.0
-2.0,-22.0,-18.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0,10.0,14.0
0.0,-20.0,-16.0,-12.0,-8.0,-4.0,0.0,4.0,8.0,12.0,16.0
2.0,-18.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0,10.0,14.0,18.0
4.0,-16.0,-12.0,-8.0,-4.0,0.0,4.0,8.0,12.0,16.0,20.0
6.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0,10.0,14.0,18.0,22.0
8.0,-12.0,-8.0,-4.0,0.0,4.0,8.0,12.0,16.0,20.0,24.0
 ,,,,,,,,,,
x/y,-10.0,-8.0,-6.0,-4.0,-2.0,0.0,2.0,4.0,6.0,8.0
-10.0,-30.0,-26.0,-22.0,-18.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0
-8.0,-28.0,-24.0,-20.0,-16.0,-12.0,-8.0,-4.0,0.0,4.0,8.0
-6.0,-26.0,-22.0,-18.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0,10.0
-4.0,-24.0,-20.0,-16.0,-12.0,-8.0,-4.0,0.0,4.0,8.0,12.0
-2.0,-22.0,-18.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0,10.0,14.0
0.0,-20.0,-16.0,-12.0,-8.0,-4.0,0.0,4.0,8.0,12.0,16.0
2.0,-18.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0,10.0,14.0,18.0
4.0,-16.0,-12.0,-8.0,-4.0,0.0,4.0,8.0,12.0,16.0,20.0
6.0,-14.0,-10.0,-6.0,-2.0,2.0,6.0,10.0,14.0,18.0,22.0
8.0,-12.0,-8.0,-4.0,0.0,4.0,8.0,12.0,16.0,20.0,24.0
